Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;3;104,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;4;104,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;1;107,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;2;108,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;3;108,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;4;108,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;1;110,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;2;110,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;3;110,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;4;110,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;1;106,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;2;105,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;3;105,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;4;105,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;1;104,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;2;103,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;3;103,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;4;104,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;1;104,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;2;104,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;3;105,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;4;105,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;1;105,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;2;104,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;3;104,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;4;103,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;1;102,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;2;102,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;3;103,3
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;4;103,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;1;104,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;2;103,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;3;103,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;4;103,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;1;104,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;2;103,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;3;103,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;4;103,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;1;103,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;2;103,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;3;103,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;4;103,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;1;104,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;2;104,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;3;104,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;4;105,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;1;106,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;2;106,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;3;106,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;4;107,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;1;107,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;2;107,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;3;107,3
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;4;107,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;1;107,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;2;105,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;3;105,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;4;105,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;1;106,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;2;108,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;3;108,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;4;108,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;1;109,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;2;110,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;3;112,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;4;111,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;1;114,3
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;2;114,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;3;113,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;4;112,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;1;114,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;2;114,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;3;114,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;4;113,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;1;110,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;2;109,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;3;108,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;4;109,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2026;1;
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2000;1;100,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2000;2;100,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2000;3;101,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2000;4;107,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2001;1;99,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2001;2;98,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2001;3;102,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2001;4;105,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2002;1;100,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2002;2;95,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2002;3;101,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2002;4;106,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2003;1;100,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2003;2;96,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2003;3;100,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2003;4;105,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2004;1;102,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2004;2;95,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2004;3;101,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2004;4;106,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2005;1;100,4
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2005;2;96,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2005;3;101,2
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2005;4;107,7
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2006;1;100,1
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2006;2;95,9
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2006;3;101,5
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2006;4;108,0
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2007;1;101,8
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2007;2;97,6
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;okres poprzedni=100;2007;3;102,2
