Wskaznik;Jednostka;Rok;Kwartal;Wartosc
na sprzedaż lub wynajem;tys.;2006;1;10,0
na sprzedaż lub wynajem;tys.;2006;2;7,7
na sprzedaż lub wynajem;tys.;2006;3;9,2
na sprzedaż lub wynajem;tys.;2006;4;15,1
na sprzedaż lub wynajem;tys.;2007;1;8,6
na sprzedaż lub wynajem;tys.;2007;2;8,7
na sprzedaż lub wynajem;tys.;2007;3;14,9
na sprzedaż lub wynajem;tys.;2007;4;18,9
na sprzedaż lub wynajem;tys.;2008;1;15,4
na sprzedaż lub wynajem;tys.;2008;2;16,6
na sprzedaż lub wynajem;tys.;2008;3;18,7
na sprzedaż lub wynajem;tys.;2008;4;23,9
na sprzedaż lub wynajem;tys.;2009;1;19,5
na sprzedaż lub wynajem;tys.;2009;2;19,8
na sprzedaż lub wynajem;tys.;2009;3;19,7
na sprzedaż lub wynajem;tys.;2009;4;20,5
na sprzedaż lub wynajem;tys.;2010;1;15,1
na sprzedaż lub wynajem;tys.;2010;2;12,8
na sprzedaż lub wynajem;tys.;2010;3;14,9
na sprzedaż lub wynajem;tys.;2010;4;16,6
na sprzedaż lub wynajem;tys.;2011;1;9,7
na sprzedaż lub wynajem;tys.;2011;2;11,5
na sprzedaż lub wynajem;tys.;2011;3;13,7
na sprzedaż lub wynajem;tys.;2011;4;22,0
na sprzedaż lub wynajem;tys.;2012;1;16,3
na sprzedaż lub wynajem;tys.;2012;2;15,2
na sprzedaż lub wynajem;tys.;2012;3;18,0
na sprzedaż lub wynajem;tys.;2012;4;24,8
na sprzedaż lub wynajem;tys.;2013;1;16,5
na sprzedaż lub wynajem;tys.;2013;2;12,9
na sprzedaż lub wynajem;tys.;2013;3;14,6
na sprzedaż lub wynajem;tys.;2013;4;21,7
na sprzedaż lub wynajem;tys.;2014;1;15,9
na sprzedaż lub wynajem;tys.;2014;2;14,3
na sprzedaż lub wynajem;tys.;2014;3;15,9
na sprzedaż lub wynajem;tys.;2014;4;22,8
na sprzedaż lub wynajem;tys.;2015;1;13,8
na sprzedaż lub wynajem;tys.;2015;2;15,3
na sprzedaż lub wynajem;tys.;2015;3;19,8
na sprzedaż lub wynajem;tys.;2015;4;25,5
na sprzedaż lub wynajem;tys.;2016;1;19,6
na sprzedaż lub wynajem;tys.;2016;2;20,4
na sprzedaż lub wynajem;tys.;2016;3;21,3
na sprzedaż lub wynajem;tys.;2016;4;30,2
na sprzedaż lub wynajem;tys.;2017;1;22,1
na sprzedaż lub wynajem;tys.;2017;2;22,1
na sprzedaż lub wynajem;tys.;2017;3;27,8
na sprzedaż lub wynajem;tys.;2017;4;33,0
na sprzedaż lub wynajem;tys.;2018;1;25,5
na sprzedaż lub wynajem;tys.;2018;2;22,5
na sprzedaż lub wynajem;tys.;2018;3;29,7
na sprzedaż lub wynajem;tys.;2018;4;34,6
na sprzedaż lub wynajem;tys.;2019;1;28,8
na sprzedaż lub wynajem;tys.;2019;2;30,0
na sprzedaż lub wynajem;tys.;2019;3;32,4
na sprzedaż lub wynajem;tys.;2019;4;40,3
na sprzedaż lub wynajem;tys.;2020;1;30,7
na sprzedaż lub wynajem;tys.;2020;2;31,9
na sprzedaż lub wynajem;tys.;2020;3;38,5
na sprzedaż lub wynajem;tys.;2020;4;41,6
na sprzedaż lub wynajem;tys.;2021;1;30,5
na sprzedaż lub wynajem;tys.;2021;2;30,1
na sprzedaż lub wynajem;tys.;2021;3;36,6
na sprzedaż lub wynajem;tys.;2021;4;44,7
na sprzedaż lub wynajem;tys.;2022;1;29,6
na sprzedaż lub wynajem;tys.;2022;2;33,1
na sprzedaż lub wynajem;tys.;2022;3;36,9
na sprzedaż lub wynajem;tys.;2022;4;44,4
na sprzedaż lub wynajem;tys.;2023;1;30,4
na sprzedaż lub wynajem;tys.;2023;2;34,1
na sprzedaż lub wynajem;tys.;2023;3;32,4
na sprzedaż lub wynajem;tys.;2023;4;40,6
na sprzedaż lub wynajem;tys.;2024;1;29,2
na sprzedaż lub wynajem;tys.;2024;2;29,5
na sprzedaż lub wynajem;tys.;2024;3;30,6
na sprzedaż lub wynajem;tys.;2024;4;35,4
na sprzedaż lub wynajem;tys.;2025;1;27,7
na sprzedaż lub wynajem;tys.;2025;2;29,2
na sprzedaż lub wynajem;tys.;2025;3;33,9
na sprzedaż lub wynajem;tys.;2025;4;43,0
na sprzedaż lub wynajem;tys.;2026;1;26,1
pozostałe;tys.;2000;1;6,9
pozostałe;tys.;2000;2;5,4
pozostałe;tys.;2000;3;7,4
pozostałe;tys.;2000;4;11,8
pozostałe;tys.;2001;1;9,1
pozostałe;tys.;2001;2;7,8
pozostałe;tys.;2001;3;8,4
pozostałe;tys.;2001;4;10,7
pozostałe;tys.;2002;1;6,8
pozostałe;tys.;2002;2;5,6
pozostałe;tys.;2002;3;4,0
pozostałe;tys.;2002;4;6,7
pozostałe;tys.;2003;1;4,5
pozostałe;tys.;2003;2;4,4
pozostałe;tys.;2003;3;5,6
pozostałe;tys.;2003;4;6,2
pozostałe;tys.;2004;1;4,7
pozostałe;tys.;2004;2;3,4
pozostałe;tys.;2004;3;3,8
pozostałe;tys.;2004;4;7,1
pozostałe;tys.;2005;1;3,1
pozostałe;tys.;2005;2;3,1
pozostałe;tys.;2005;3;4,5
pozostałe;tys.;2005;4;7,0
pozostałe;tys.;2006;1;5,5
pozostałe;tys.;2006;2;2,8
pozostałe;tys.;2006;3;4,6
pozostałe;tys.;2006;4;6,9
pozostałe;tys.;2007;1;3,3
pozostałe;tys.;2007;2;3,5
pozostałe;tys.;2007;3;3,4
pozostałe;tys.;2007;4;6,2
pozostałe;tys.;2008;1;3,3
pozostałe;tys.;2008;2;3,2
pozostałe;tys.;2008;3;4,0
pozostałe;tys.;2008;4;4,7
pozostałe;tys.;2009;1;3,5
pozostałe;tys.;2009;2;2,5
pozostałe;tys.;2009;3;4,3
pozostałe;tys.;2009;4;5,4
pozostałe;tys.;2010;1;3,1
pozostałe;tys.;2010;2;2,7
pozostałe;tys.;2010;3;2,9
pozostałe;tys.;2010;4;3,2
pozostałe;tys.;2011;1;1,3
pozostałe;tys.;2011;2;1,3
pozostałe;tys.;2011;3;2,8
pozostałe;tys.;2011;4;3,1
pozostałe;tys.;2012;1;2,2
pozostałe;tys.;2012;2;1,4
pozostałe;tys.;2012;3;2,1
pozostałe;tys.;2012;4;2,6
pozostałe;tys.;2013;1;1,7
pozostałe;tys.;2013;2;1,2
pozostałe;tys.;2013;3;2,3
pozostałe;tys.;2013;4;2,3
pozostałe;tys.;2014;1;2,0
pozostałe;tys.;2014;2;1,0
pozostałe;tys.;2014;3;2,5
pozostałe;tys.;2014;4;2,5
pozostałe;tys.;2015;1;0,8
pozostałe;tys.;2015;2;0,7
pozostałe;tys.;2015;3;1,6
pozostałe;tys.;2015;4;2,4
pozostałe;tys.;2016;1;1,2
pozostałe;tys.;2016;2;0,8
pozostałe;tys.;2016;3;1,6
pozostałe;tys.;2016;4;2,6
pozostałe;tys.;2017;1;1,0
pozostałe;tys.;2017;2;0,4
pozostałe;tys.;2017;3;2,2
pozostałe;tys.;2017;4;2,0
pozostałe;tys.;2018;1;1,0
pozostałe;tys.;2018;2;1,1
pozostałe;tys.;2018;3;1,7
pozostałe;tys.;2018;4;2,7
pozostałe;tys.;2019;1;1,4
pozostałe;tys.;2019;2;1,2
pozostałe;tys.;2019;3;2,1
pozostałe;tys.;2019;4;2,0
pozostałe;tys.;2020;1;0,9
pozostałe;tys.;2020;2;0,9
pozostałe;tys.;2020;3;0,8
pozostałe;tys.;2020;4;1,6
pozostałe;tys.;2021;1;1,1
pozostałe;tys.;2021;2;1,3
pozostałe;tys.;2021;3;0,9
pozostałe;tys.;2021;4;1,3
pozostałe;tys.;2022;1;1,2
pozostałe;tys.;2022;2;0,4
pozostałe;tys.;2022;3;0,6
pozostałe;tys.;2022;4;1,6
pozostałe;tys.;2023;1;1,1
pozostałe;tys.;2023;2;0,7
pozostałe;tys.;2023;3;1,3
pozostałe;tys.;2023;4;1,2
pozostałe;tys.;2024;1;1,1
pozostałe;tys.;2024;2;1,2
pozostałe;tys.;2024;3;1,9
pozostałe;tys.;2024;4;1,7
pozostałe;tys.;2025;1;1,3
pozostałe;tys.;2025;2;1,0
pozostałe;tys.;2025;3;2,9
pozostałe;tys.;2025;4;2,0
pozostałe;tys.;2026;1;1,3
